"Story","Title","Result","Date","Stability","Duration (s)"
"Test the functionality of user registration on the advantageonlineshopping website.","As a user I create a advantageonlineshopping user and validate the Login","ERROR","2023-03-02T14:08:01.5644609-05:00[America/Cancun]","0.0","46.06"
